(null);0;3479;0.57
(null);1;3466;0.51
(null);2;3471;0.03
(null);3;3469;0.11
(null);4;3453;0.11
(null);5;3470;0.29
(null);6;3465;0.08
(null);7;3454;0.21
(null);8;3449;0.42
(null);9;3481;0.26
(null);10;3478;0.17
(null);11;3459;0.36
(null);12;3474;0.12
(null);13;3458;0.07
(null);14;3473;0.10
(null);15;3472;0.23
(null);16;3428;0.30
(null);17;3481;0.23
(null);18;3478;0.17
(null);19;3458;0.07
(null);20;3481;0.25
(null);21;3414;0.22
(null);22;3461;0.25
(null);23;3480;0.07
(null);24;3473;0.15
(null);25;3461;0.35
(null);26;3468;0.12
(null);27;3458;0.32
(null);28;3477;0.09
(null);29;3442;0.13
(null);30;3467;0.09
(null);31;3471;0.44
(null);32;3425;0.23
(null);33;3476;0.14
(null);34;3470;0.55
(null);35;3476;0.18
(null);36;3469;0.14
(null);37;3477;0.48
(null);38;3471;0.26
(null);39;3460;0.49
(null);40;3449;0.09
(null);41;3473;0.21
(null);42;3469;0.12
(null);43;3462;0.33
(null);44;3480;0.28
(null);45;3394;0.15
(null);46;3468;0.22
(null);47;3438;0.22
(null);48;3472;0.08
(null);49;3447;0.35
(null);50;3472;0.18
(null);51;3448;0.08
(null);52;3452;0.12
(null);53;3466;0.45
(null);54;3476;0.14
(null);55;3454;0.26
(null);56;3476;0.09
(null);57;3429;0.07
(null);58;3470;0.20
(null);59;3472;0.23
(null);60;3474;0.07
(null);61;3414;0.17
(null);62;3475;0.04
(null);63;3439;0.50
(null);64;3428;0.13
(null);65;3474;0.18
(null);66;3480;0.15
(null);67;3439;0.40
(null);68;3477;0.36
(null);69;3476;0.28
(null);70;3425;0.17
(null);71;3465;0.31
(null);72;3426;0.38
(null);73;3453;0.17
(null);74;3417;0.05
(null);75;3480;0.14
(null);76;3473;0.14
(null);77;3405;0.06
(null);78;3479;0.11
(null);79;3436;0.18
(null);80;3381;0.26
(null);81;3430;0.05
(null);82;3467;0.14
(null);83;3459;0.18
(null);84;3481;0.10
(null);85;3476;0.31
(null);86;3468;0.14
(null);87;3465;0.24
(null);88;3402;0.06
(null);89;3438;0.15
(null);90;3361;0.30
(null);91;3422;0.04
(null);92;3467;0.05
(null);93;3475;0.12
(null);94;3371;0.04
(null);95;3474;0.11
(null);96;3409;1.19
(null);97;3475;0.43
(null);98;3479;0.10
(null);99;3464;0.38
