(null);0;2340;1.86
(null);1;2305;0.46
(null);2;2417;1.83
(null);3;2325;0.50
(null);4;2259;0.36
(null);5;2385;1.99
(null);6;2324;0.39
(null);7;2448;1.90
(null);8;2309;0.33
(null);9;2317;0.06
(null);10;2331;1.42
(null);11;2329;0.07
(null);12;2331;0.06
(null);13;2325;0.21
(null);14;2436;1.81
(null);15;2342;1.88
(null);16;2401;1.83
(null);17;2306;0.43
(null);18;2434;1.81
(null);19;2371;1.82
(null);20;2327;0.22
(null);21;2335;1.83
(null);22;2324;0.78
(null);23;2322;0.08
(null);24;2278;0.09
(null);25;2397;1.98
(null);26;2298;0.03
(null);27;2345;1.78
(null);28;2325;0.32
(null);29;2327;0.15
(null);30;2314;0.63
(null);31;2446;1.88
(null);32;2524;1.85
(null);33;2330;0.69
(null);34;2314;0.12
(null);35;2282;0.39
(null);36;2327;0.30
(null);37;2409;1.83
(null);38;2381;1.87
(null);39;2399;1.92
(null);40;2292;0.10
(null);41;2301;0.44
(null);42;2331;0.33
(null);43;2327;0.51
(null);44;2614;1.94
(null);45;2330;0.05
(null);46;2312;0.04
(null);47;2409;1.93
(null);48;2277;0.06
(null);49;2292;1.09
(null);50;2499;1.82
(null);51;2189;0.32
(null);52;2495;1.76
(null);53;2304;0.87
(null);54;2391;1.82
(null);55;2330;0.40
(null);56;2297;0.18
(null);57;2298;0.07
(null);58;2243;1.21
(null);59;2312;0.06
(null);60;2363;1.81
(null);61;2330;0.04
(null);62;2297;0.16
(null);63;2353;1.80
(null);64;2434;1.85
(null);65;2410;1.87
(null);66;2328;0.62
(null);67;2331;0.10
(null);68;2345;1.70
(null);69;2353;1.78
(null);70;2311;0.04
(null);71;2313;0.14
(null);72;2312;0.26
(null);73;2589;1.86
(null);74;2305;0.06
(null);75;2509;1.80
(null);76;2330;0.11
(null);77;2282;0.22
(null);78;2479;2.09
(null);79;2317;0.42
(null);80;2396;1.92
(null);81;2329;0.07
(null);82;2513;1.90
(null);83;2300;0.44
(null);84;2309;0.08
(null);85;2306;0.07
(null);86;2465;1.81
(null);87;2328;0.29
(null);88;2323;0.03
(null);89;2319;1.84
(null);90;2294;0.21
(null);91;2312;0.06
(null);92;2288;0.10
(null);93;2379;1.92
(null);94;2522;1.77
(null);95;2330;0.57
(null);96;2200;1.81
(null);97;2297;0.07
(null);98;2395;1.97
(null);99;2464;1.96
